name,displayName,level,health,mana,xpPerHit,xpOnDeath,hitDamageMin,hitDamageMax,goldMin,goldMax,str,end,agi,intel,will,wis,luck,dodge,acMin,acMax,aggro,speed,canAttack,tameable,tameMaxLevel,respawnTimeMs,lootItems
Count Hemogoblin,Comte Hémogobelin,30,1162,0,3,2308,28,63,106,330,45,41,41,51,0,41,0,130,0,1076756480,100,0,true,false,0,30000,Red cape:0.08|Potion of mana:0.03|Manastone:0.05|Light healing potion:0.04|Flask of Goblin Blood:0.05|Goblin Blade:0.03|Skeleton bone:0.0075
DOKTORSPINE,Doktor Spine,30,581,0,19,5771,28,63,53,165,45,41,41,51,41,41,21,130,0,1097859072,100,0,true,false,0,30000,
DRVONPYRE,Dr. Von Pyre,30,581,0,19,5771,28,63,53,165,45,41,41,51,41,41,21,130,0,1097859072,75,0,true,false,0,30000,
Doom Guard,Garde funeste,30,581,0,3,1154,28,63,53,165,45,41,41,51,0,41,0,130,0,1076756480,50,0,true,false,0,30000,Light healing potion:0.02|Potion of mana:0.03|Potion of fury:0.01|Skeleton bone:0.001|Pouch of Black Snakeroot:0.02|Skeleton bone:0.008
Drain Rat,Rat de vidange,30,631,0,3,1052,28,43,53,165,45,41,41,51,0,41,0,130,0,1077477376,100,0,true,false,0,30000,Ring of the forester:0.004|Drachenstaff:0.005|Raindrop:0.02|Scroll of minor combat sense:0.01|Light healing potion:0.02
Eye-Patched Qardos,Qardos aux yeux bandés,30,1162,0,3,2314,28,63,106,330,45,41,41,51,0,41,0,165,0,1075838976,50,0,true,false,0,30000,Rhodar hammer:0.06|Flask of crystal water:0.008
Gorben,Gorben le mad,30,1676,0,3,2926,50,77,106,330,45,41,41,51,0,41,0,100,0,1077018624,100,0,true,false,0,30000,Golden ring:5.0E-4|Light healing potion:0.1|Ringmail armor:5.0E-4|Ringmail leggings:5.0E-4|Ringmail helmet:5.0E-4
Jade Kingsnake,Serpent royal de jade,30,581,0,3,1158,41,50,53,165,45,41,41,51,0,41,0,100,0,1075052544,100,0,true,false,0,30000,Drachenhelm:0.005|Grim sword of war:0.02|Scroll of orientation center:0.01
Jailkeeper,Gardien costaud,30,581,0,3,1154,28,63,53,165,45,41,41,51,0,41,0,130,0,1076756480,50,0,true,false,0,30000,Light healing potion:0.02|Rusted long sword:0.05
Minotaur Warrior,Guerrier minotaure,30,581,0,3,1154,28,63,53,165,45,41,41,51,0,41,0,130,0,1076756480,50,0,true,false,0,30000,Light healing potion:0.02|Healing potion:0.02|Potion of fury:0.01|Ring of the bear:0.01|Blue gem:0.008|Flask of crystal water:0.001|Dead Fishes:0.008|Flask of bluish liquid:0.01
Olin Haad Sentry,Sentinelle Olin Haad,30,581,0,3,1154,28,63,53,165,45,41,41,51,0,41,0,130,0,1076756480,100,0,true,false,0,30000,
T-Bone,T-Bone,30,1162,0,3,2308,28,63,106,330,45,41,41,51,0,41,0,130,0,1076756480,50,0,true,false,0,30000,Ringmail helmet:0.002|Ringmail armor:0.001|Ringmail boots:0.002|Ringmail leggings:0.002|Polished broadsword:0.001|Mana elixir:0.01|Ring of the bear:0.01|Skeleton bone:0.01
Taunting Horror,Horreur provocateur,30,581,0,3,1154,28,63,53,165,45,41,41,51,0,41,0,130,0,1076756480,50,0,true,false,0,30000,Light healing potion:0.02|Torch:0.02|Sapphire bracelet:0.01|Potion of fury:0.02|Potion of mana:0.01
Tarantula,Tarantula,31,606,0,4,1235,29,66,55,170,46,42,42,52,0,42,0,134,0,1075052544,50,0,true,false,0,30000,Tarantula eyes:0.03
Deep One,Un profond,32,631,0,4,1311,30,69,57,176,47,43,43,53,0,43,0,138,0,1076887552,50,0,true,false,0,30000,Light healing potion:0.02|Potion of fury:0.05
Orc Berserker,Berserker orque,32,631,0,4,1311,30,69,57,176,47,43,43,53,0,43,0,138,0,1076887552,100,0,true,false,0,30000,Light healing potion:0.02|Orcish shield:0.005|Flask of crystal water:1.0E-4|Potion of fury:0.01|Ringmail helmet:0.003|Ringmail armor:0.002|Ringmail boots:0.0034999999|Ringmail leggings:0.003|Potion of Heroism:0.01
Cobra,Cobra,33,657,0,4,1390,31,71,59,181,48,44,44,54,0,44,0,142,0,1075314688,50,0,true,false,0,30000,
Death Stinger,Dard de la mort,33,657,0,4,1393,31,71,59,181,48,44,44,54,0,44,0,222,0,0,50,0,true,false,0,30000,Wasp wax:0.2
FakeIllusionWeaver,Tisserand d'illusions,34,10,0,0,1,0,0,0,0,49,45,45,55,0,45,0,146,0,0,50,0,true,false,0,30000,
Orc Battlemage,Mage de bataille orc,34,684,0,4,1480,33,74,61,187,49,45,45,55,0,45,0,146,0,1076953088,50,0,true,false,0,30000,Light healing potion:0.02|Mana elixir:0.04|Polished long sword:0.02|Pouch of Woody Nightshade:0.01|Pouch of Witch Hazel:0.008|Potion of Heroism:0.01
Failed Summon,Invocation échouée,35,710,0,4,1566,34,78,62,192,50,46,46,57,0,46,0,60,0,1078034432,50,0,true,false,0,30000,
FakeGriroesh,Griroesh,35,10,0,0,1,34,78,0,0,50,46,46,57,0,46,0,150,0,0,100,0,true,false,0,30000,
Griroesh,Griroesh,35,710,0,4,1575,34,78,62,192,50,46,46,57,0,46,0,150,0,1076953088,100,0,true,false,0,30000,Ring of confidence:0.01|Ring of darkness:0.01|Iron ring:0.01|Demon skull:0.01|Bracelet of power:0.001|Dark key:0.02|Healing potion:0.05
Grudish Earchewer,Chercheur d'oreille grossier,35,1420,0,4,3150,34,78,124,384,50,46,46,57,0,46,0,150,0,1076953088,50,0,true,false,0,30000,Potion of fury:0.04|Serious healing potion:0.03|Polished hand axe:0.01
MADMADRIGAN,Mad Madrigan,35,710,0,22,7875,34,78,62,192,50,46,46,57,46,46,22,150,0,1099431936,50,0,true,false,0,30000,
MOBDELWOBBLE,Delwobble the Mad Summoner,35,1420,0,22,15750,34,78,124,384,50,46,46,57,46,46,22,150,0,1099431936,100,0,true,false,0,30000,
Minotaur Chieftain,Chef minotaure,35,710,0,4,1575,34,78,62,192,50,46,46,57,0,46,0,150,0,1076953088,50,0,true,false,0,30000,Potion of fury:0.008|Light healing potion:0.02|Potion of mana:0.02|Fine steel long sword:0.01|Pouch of Blue Cohosh:0.01|Minotaur clan ring:0.005|Flask of bluish liquid:0.01|Potion of mana:0.02|Wooden shield:0.01
Nightblade,Nightblade,35,710,0,4,1575,34,78,62,192,50,46,46,57,0,46,0,150,0,1076953088,50,0,true,false,0,30000,Light healing potion:0.02|Potion of mana:0.02|Polished short sword:0.01|Pouch of Blue Cohosh:0.01|Golden chalice:0.008
Quelet Hon The Thirsty,Quelet Hon le thirsty,35,1420,0,4,3154,34,78,124,384,35,46,46,75,0,44,0,170,0,1076494336,50,0,true,false,0,30000,Skeleton bone:0.02|Mana elixir:0.02
Wererat,Wererat,35,710,0,4,1583,34,78,62,192,50,46,46,57,0,46,0,180,0,0,50,0,true,false,0,30000,
Acid Slime,Boue acide,36,737,0,4,1666,36,81,64,198,51,47,47,58,0,47,0,69,0,1078034432,50,0,true,false,0,30000,
Liedric Throatcutter,Liedric Coupe-gorge,37,1534,0,4,3518,35,84,132,406,52,48,48,59,0,48,0,200,0,1076363264,50,0,true,false,0,30000,Golden chalice:0.1|Critical healing potion:0.05|Pouch of Blue Cohosh:0.03|Polished hand axe:0.02
Skrull,Skrull,37,765,0,9,3535,37,84,132,406,52,48,48,59,0,48,0,158,0,1077018624,70,0,true,false,0,30000,Ringmail armor:0.002|Ringmail boots:0.0034999999|Ringmail leggings:0.003|Potion of mana:0.02|Light healing potion:0.02|Skeleton bone:0.01
Bend Hayjes,Bend Hayjes le rotten,38,1620,0,4,3745,39,87,136,418,53,49,49,60,0,49,0,160,0,1076756480,100,0,true,false,0,30000,Mummy bandages:0.05|Mana elixir:0.05
Blaarg Toemangler,Blaarg Toemangler,38,1584,0,4,3729,38,87,136,418,53,49,49,60,0,49,0,130,0,1077084160,100,0,true,false,0,30000,Rusted hand axe:0.01|Human foot:0.05|Orcish shield:0.05
Minotaur Shaman,Chaman Minotaure,38,792,0,4,1864,38,87,68,209,53,49,49,60,0,49,0,162,0,1077084160,50,0,true,false,0,30000,Light healing potion:0.02|Manastone:0.03|Sapphire bracelet:0.01|Dead Fishes:0.01|Pouch of Blue Cohosh:0.03|Pouch of Black Snakeroot:0.02|Pouch of Woody Nightshade:0.01|Rune etched robe of protection:0.002
Vampire Bat,Chauve-souris vampire,38,792,0,4,1874,38,87,68,209,53,49,49,60,0,49,0,257,0,0,50,0,true,false,0,30000,Vampire bat wings:0.04
Death Jester,Bouffon de la mort,39,1642,0,4,3960,40,91,140,430,54,50,50,61,0,50,0,166,0,1077084160,50,0,true,false,0,30000,Healing potion:0.05|Polished broadsword:0.01|Round shield:0.03|Death Jester Skull:1.0|Crown of the Jester:0.01|Skeleton bone:0.01|Pouch of Witch Hazel:0.01|Magical lute:0.5
Thadoss,Thadoss le moaner,39,1642,0,4,3960,40,91,140,428,54,50,50,61,0,50,0,166,0,1077084160,100,0,true,false,0,30000,Manastone:0.04
CENTAURTRACKER,Centaur Tracker,40,847,0,24,10452,42,94,71,220,55,50,50,63,50,50,23,170,0,1101004800,-100,0,true,false,0,30000,
CENTAURTRACKER1,Centaur Tracker,40,847,0,24,10452,42,94,71,220,55,50,50,63,50,50,23,170,0,1101004800,-100,0,true,false,0,30000,
Death Chosen,Mort choisie,40,847,0,4,2090,42,94,71,220,55,50,50,63,0,50,0,170,0,1077149696,50,0,true,false,0,30000,Gleaming shard:0.02|Potion of fury:0.05|Red cape:0.01|Defender:0.01|Stone key:0.01|Skeleton bone:0.001|Scalemail leggings:2.0E-4|Scalemail gauntlets:2.0E-4
Grott,Grott,40,1694,0,4,4174,40,95,142,440,55,50,50,63,0,50,0,200,0,1076756480,-100,0,true,false,0,30000,Shaman mantle:0.07|Jade ring of sorcery:0.05|Mana elixir:0.04|Manastone:0.03|Serious healing potion:0.04|Flask of crystal water:0.03
Headsmasher,Headsmasher,40,1694,0,4,4181,42,94,142,442,55,50,50,63,0,50,0,170,0,1077149696,50,0,true,false,0,30000,Mana elixir:0.05|Potion of mana:0.02|Potion of fury:0.01|Fine steel short sword:0.001|Sapphire bracelet:0.01
Lighthaven Ranger,Ranger de Lighthaven,40,847,0,0,0,42,94,0,0,55,50,50,63,0,50,0,170,0,1077149696,-100,0,true,false,0,30000,
Nightcreeper,Nightcreeper,40,847,0,4,2090,42,94,71,220,55,50,50,63,0,50,0,170,0,1077149696,100,0,true,false,0,30000,Ring of the rogue:0.03|Serious healing potion:0.03|Elven leather armor:0.001|Elven leather belt:0.001|Elven leather boots:0.001|Elven leather gloves:0.001|Elven leather helmet:0.001|Elven leather leggings:0.001|Dagger of bleeding:0.02|Villain skull:0.04|Rough malachite:0.02|Rough limestone:0.001|Hickory recurve bow:0.005|Cord of treachery:0.003|Rough emerald:0.004|Flask of crystal water:0.01
Orc Guardian,Gardien orc,40,847,0,4,2090,42,94,71,220,55,50,50,63,0,50,0,170,0,1077149696,50,0,true,false,0,30000,Light healing potion:0.02|Potion of mana:0.02|Sapphire bracelet:0.01|Orcish shield:0.0069999998|Potion of fury:0.02|Stone key:0.01|Fine steel scimitar:5.0E-4|Pouch of Woody Nightshade:0.01
Pack Wolf,Loup de meute,40,847,0,4,2090,42,94,71,220,55,50,50,63,0,50,0,170,0,1077149696,75,0,true,true,40,30000,Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001|Finely cut aquamarine:5.0E-4|Finely cut sapphire:0.002|Finely cut amethyst:0.01
Ratsputin,Ratsputin le wererat,40,847,0,9,4192,42,94,142,440,55,50,50,63,0,50,0,170,0,1076101120,100,0,true,false,0,30000,Potion of mana:0.04|Dead Fishes:0.005
Sandlord,Sandlord,40,1694,0,4,4181,42,94,142,440,55,50,50,63,0,50,0,170,0,1077149696,50,0,true,false,0,30000,
Wasp Drone,Drone guêpe,40,847,0,4,2090,42,94,71,220,55,50,50,63,0,50,0,170,0,1077149696,0,0,true,false,0,30000,Wasp wax:0.005|Rough malachite:0.02|Rough limestone:0.001|Finely cut malachite:0.01|Finely cut emerald:0.002|Finely cut limestone:5.0E-4|Rough emerald:0.004
Broken One,Cassé,41,876,0,5,2203,43,98,73,225,56,51,51,64,0,51,0,174,0,1077149696,50,0,true,false,0,30000,Gleaming shard:0.02
Hoofcrusher,Hoofcrusher,41,1752,0,5,4406,43,98,146,450,56,51,51,64,0,51,0,174,0,1077149696,50,0,true,false,0,30000,Manastone:0.02|Light healing potion:0.02|Healing potion:0.05|Sapphire bracelet:0.01|Minotaur clan ring:0.005
Bulldaoza,Bulldaoza,42,1812,0,5,4661,45,102,150,461,57,52,52,65,0,52,0,178,0,1077215232,50,0,true,false,0,30000,Potion of fury:0.01|Light healing potion:0.02|Skeleton bone:0.01
DEEPONEBOSS,Deep One,42,1812,0,25,23307,45,102,150,462,57,52,52,65,52,52,23,178,0,1101529088,100,0,true,false,0,30000,
Hurbag Nailripper,Hurbag Coupe-ongles,42,1808,0,5,4659,45,102,150,462,50,50,50,83,0,50,0,178,0,1077215232,50,0,true,false,0,30000,Orcish shield:0.05|Rusted hand axe:0.02|Mana elixir:0.04|Serious healing potion:0.05
SKRAUGGRUBBRINGAH,Skraug Grubbringah,42,906,0,38,17480,45,102,75,231,57,52,52,65,52,52,23,178,0,1101529088,100,0,true,false,0,30000,
Stinkbreath,Stinkbreath,42,1812,0,5,4661,45,102,150,462,57,52,52,65,0,52,0,178,0,1077215232,50,0,true,false,0,30000,Healing potion:0.05|Healing potion:0.05|Potion of fury:0.02|Potion of fury:0.05|Orcish shield:0.0025|Polished long sword:0.001
Crypt Stalker,Traqueur de crypte,43,936,0,5,2440,46,105,77,236,58,53,53,66,0,53,0,182,0,1077215232,100,0,true,false,0,30000,
Bandaged Horror,Horreur bandée,44,966,0,5,2574,48,109,79,242,59,54,54,67,0,54,0,186,0,1077280768,50,0,true,false,0,30000,Potion of fury:0.05|Mummy bandages:0.03|Gleaming shard:0.02
Shrieking Horror,Horreur hurlante,44,967,0,5,2574,48,109,79,242,59,54,54,67,0,54,0,186,0,1077280768,50,0,true,false,0,30000,Light healing potion:0.02|Potion of mana:0.02|Healing potion:0.02|Sapphire bracelet:0.01|Potion of fury:0.05|Mummy bandages:0.02
DWARTHONSTONEFACE,Dwarthon Stoneface,45,1992,0,27,27084,50,113,160,494,60,55,55,69,55,55,24,190,0,1102053376,-100,0,true,false,0,30000,
GRIMISH,Grimish,45,996,0,27,13542,50,113,80,247,60,55,55,69,55,55,24,190,0,1102053376,-100,0,true,false,0,30000,
Pilferer,Pilferer,45,996,0,5,2708,50,113,80,247,60,55,55,69,0,55,0,190,0,1077280768,100,0,true,false,0,30000,Serious healing potion:0.01|Villain skull:0.05|Dagger of bleeding:0.02|Lost Psalms of Artherk p1:0.01|Lost Psalms of Artherk p2:0.01|Lost Psalms of Artherk p3:0.01|Lost Psalms of Artherk p4:0.01|Lost Psalms of Artherk p5:0.01|Rough moonstone:0.001|Rough diamond:0.004|Rough agate:0.02|Hickory recurve bow:0.005|Flask of crystal water:0.0025|Flask of crystal water:0.01
Roaming Corpse,Cadavre errant,45,996,0,5,2708,50,113,80,247,60,55,55,69,0,55,0,190,0,1077280768,100,0,true,false,0,30000,
Roaming Cadaver,Cadavre itinérant,46,996,0,5,3000,54,122,84,258,62,57,57,71,0,57,0,190,0,1077280768,100,0,true,false,0,30000,
Skeleton Warlock,Démoniste squelette,46,1027,0,5,2859,52,118,82,253,61,56,56,70,0,56,0,194,0,1077346304,50,0,true,false,0,30000,Gleaming shard:0.02|Light healing potion:0.02|Manastone:0.02|Potion of fury:0.05|Red cape:0.01|Stone key:0.01|Skeleton bone:0.002|Garb of the dead:0.001
Colony Sentinel,Sentinelle de colonie,47,1058,0,5,3000,54,122,84,258,62,57,57,71,0,57,0,198,0,1077346304,100,0,true,false,0,30000,Wasp wax:0.005|Rough aquamarine:0.001|Rough sapphire:0.004|Rough amethyst:0.02|Finely cut aquamarine:5.0E-4|Finely cut sapphire:0.002|Finely cut amethyst:0.01
Blood Hound,Chien de sang,48,1090,0,5,3148,56,126,86,264,63,58,58,72,0,58,0,202,0,1077411840,25,0,true,false,0,30000,Blackened iron key:0.05|Rough agate:0.02|Rough diamond:0.004|Rough moonstone:0.001
Dark Axe,Hache noire,48,2180,0,5,6297,56,126,172,528,63,58,58,72,0,58,0,202,0,1077411840,50,0,true,false,0,30000,Healing potion:0.05|Potion of fury:0.05|Red cape:0.05|Ringmail boots:0.005|Ringmail gauntlets:0.005|Ringmail helmet:0.005|Ringmail leggings:0.002|Ringmail armor:0.001
Wolfhound,Wolfhound,48,1090,0,5,3148,56,126,86,264,63,58,58,72,0,58,0,202,0,1077411840,100,0,true,false,0,30000,Rough limestone:0.001|Rough malachite:0.02|Rough emerald:0.004
ArenaMobXP50,Arena experience monster (level 50),50,1153,0,0,5193,1,4,0,0,65,59,59,75,59,59,25,210,0,1103626240,100,0,true,false,0,30000,
Dark Custodian,Gardien sombre,50,1153,0,5,3432,60,135,89,275,65,59,59,75,0,59,0,75,0,1079083008,100,0,true,false,0,30000,Drachensword:0.003|Serious healing potion:0.02|Mana elixir:0.02|Scroll of resist fire:0.01|Scroll of resist ice:0.01|Scroll of protection:0.01
Drain Spider,Araignée de vidange,50,1153,0,6,3462,60,135,89,275,65,59,59,75,0,59,0,210,0,1077477376,100,0,true,false,0,30000,Drachenrobe:0.005|Bow of the Spiders:0.02|Raincloak:0.02|Mana elixir:0.02|Mana elixir:0.02|Scroll of orientation middle:0.01
Night Hunter,Chasseur de nuit,50,1153,0,6,3462,60,135,89,275,65,59,59,75,0,59,0,210,0,1077477376,75,0,true,false,0,30000,Blackened iron key:0.05|Rough amethyst:0.02|Rough aquamarine:0.001|Rough sapphire:0.004|Torch:0.05|Light healing potion:0.05|Potion of cure rabies:0.05|Potion of fury:0.01|Flask of crystal water:0.01
Ribbon Fiend,Démon du ruban,50,1153,0,6,3462,60,135,89,275,65,59,59,75,0,59,0,210,0,1077477376,100,0,false,false,0,30000,Mana elixir:0.01|Rough garnet:0.001|Rough ruby:0.004|Rough carnelian:0.02|Garb of the dead:0.005|Blackened iron key:0.005
Unseen Bat,Chauve-souris invisible,50,1153,0,6,3462,60,135,89,275,65,59,59,75,0,59,0,210,0,1077477376,75,0,true,false,0,30000,Rough amethyst:0.02|Rough aquamarine:0.001|Rough sapphire:0.004
Cave Dweller,Habitant des cavernes,52,1219,0,5,3614,59,133,93,286,67,61,61,77,0,61,0,218,0,1077542912,90,0,true,false,0,30000,Rough sapphire:0.004|Rough aquamarine:0.001|Rough amethyst:0.02|Manastone:0.03|Serious healing potion:0.03|Healing potion:0.03|Flask of crystal water:0.01
Creeper,Creeper,52,1219,0,5,3615,59,133,93,286,67,61,61,77,0,61,0,218,0,1077542912,100,0,true,false,0,30000,
Howling Terror,Terreur hurlante,52,1219,0,5,3614,59,133,93,286,67,61,61,77,0,61,0,218,0,1077542912,100,0,true,false,0,30000,Rough moonstone:0.001|Rough diamond:0.004|Rough agate:0.02|Blackened iron key:0.005
Apparition,Apparition,55,1321,0,6,4062,63,143,98,302,70,64,64,81,0,64,0,230,0,1077608448,100,0,true,false,0,30000,
CENTAURSENTINEL,Centaur Sentinel,55,1321,0,30,20312,63,143,98,302,70,64,64,81,64,64,26,230,0,1104674816,-100,0,true,false,0,30000,
CENTAURSENTINEL1,Centaur Sentinel,55,1321,0,30,20312,63,143,98,302,70,64,64,81,64,64,26,230,0,1104674816,-100,0,true,false,0,30000,
Chaos Spawn,Apparition du chaos,55,1321,0,6,4062,63,143,98,302,70,64,64,81,0,64,0,230,0,1077608448,100,0,true,false,0,30000,Chaos key:0.04|Serious healing potion:0.03|Scale mail:0.005|High metal flail:0.01|Rough carnelian:0.02|Rough ruby:0.004|Rough garnet:0.001|Cracked blue bracer:0.005
Dead Bolt,Pêne dormant,55,2642,0,6,8125,63,143,196,604,70,64,64,81,0,64,0,230,0,1077608448,50,0,true,false,0,30000,Potion of fury:0.05|Plate boots:0.001|Skeleton bone:0.01|Pouch of Witch Hazel:0.01
Foul Muck,Sale boue,55,1321,0,6,4062,63,143,98,302,70,64,64,81,0,64,0,230,0,1077608448,100,0,true,false,0,30000,Rough aquamarine:0.001|Rough sapphire:0.004|Rough amethyst:0.02
Hive Defender,Défenseur de la ruche,55,1321,0,6,4062,63,143,98,302,70,64,64,81,0,64,0,230,0,1077608448,100,0,true,false,0,30000,Wasp wax:0.005|Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001
Leprechaun,Leprechaun,55,1321,0,6,4062,0,0,98,302,70,64,64,81,0,64,0,230,0,1077608448,100,0,true,false,0,30000,Mana prism:0.01|Mana elixir:0.01|Rough malachite:0.02|Rough limestone:0.001|Rough emerald:0.004|Hickory compound bow:0.005|Flask of crystal water:0.01
MOBREDEYEDCENTAUR,Red-Eyed Centaur,55,1000000,0,0,0,63,143,0,0,70,64,64,81,64,64,26,65000,0,1199433472,50,0,true,false,0,30000,
Worshipper,Worshipper,55,1321,0,6,4062,63,143,98,302,70,64,64,81,0,64,0,230,0,1077608448,100,0,true,false,0,30000,
Zzartgax,Zzartgax,55,1321,0,6,8125,63,143,196,604,70,64,64,81,0,64,0,230,0,1077608448,100,0,true,false,0,30000,
Skullfire,Skullfire,56,1356,0,12,8424,64,106,200,616,71,65,65,82,0,65,0,234,0,1077673984,50,0,true,false,0,30000,Torch:0.02|Potion of mana:0.05|Mana elixir:0.02|Pouch of Witch Hazel:0.008|Skeleton bone:0.0069999998
Warg,Warg,56,1356,0,6,4212,64,146,100,308,71,65,65,82,0,65,0,234,0,1077673984,100,0,true,false,0,30000,Rough moonstone:0.001|Rough diamond:0.004|Rough agate:0.02
Gremlin,Gremlin,57,1391,0,6,4385,66,150,102,313,72,66,66,83,0,66,0,238,0,1077673984,100,0,true,false,0,30000,Mana elixir:0.01|Rough carnelian:0.02|Rough ruby:0.004|Rough garnet:0.001|Hickory compound bow:0.005
Creeping Sludge,Boue rampante,58,1426,0,6,4540,67,153,104,319,71,67,67,84,0,67,0,242,0,1077739520,100,0,true,false,0,30000,Rough agate:0.02|Rough diamond:0.004|Rough moonstone:0.001
Morlokk,Morlokk,59,1462,0,6,4708,69,156,106,324,74,68,68,85,0,68,0,246,0,1077739520,100,0,true,false,0,30000,Rough carnelian:0.02|Rough garnet:0.001|Rough ruby:0.004|Manastone:0.01|Mithril blade:0.01|Potion of clear thought:0.02|Flask of crystal water:0.01
Acid Zombie,Zombi acide,60,1497,0,6,4869,0,0,107,330,75,68,68,87,0,68,0,250,0,1077805056,100,0,true,false,0,30000,Serious healing potion:0.03|High metal long sword:0.01|Potion of fury:0.02|Potion of clear thought:0.02|Rough carnelian:0.02|Rough ruby:0.004|Rough garnet:0.001|Finely cut carnelian:0.01|Finely cut ruby:0.002|Finely cut garnet:5.0E-4
Arachnofiend,Arachnofiend,60,1497,0,6,4869,70,159,107,330,75,68,68,87,0,68,0,250,0,1077805056,100,0,true,false,0,30000,Tarantula fang:0.03|Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001|Tarantula eyes:0.03
ArenaMobXP60,Arena experience monster (level 60),60,1497,0,0,7304,1,4,0,0,75,68,68,87,68,68,27,250,0,1106247680,100,0,true,false,0,30000,
CENTAURAVENGER,Centaur Avenger,60,1497,0,32,24348,70,159,107,330,75,68,68,87,68,68,27,250,0,1106247680,50,0,true,false,0,30000,
CENTAURAVENGER1,Centaur Avenger,60,1497,0,32,24348,70,159,107,330,75,68,68,87,68,68,27,250,0,1106247680,50,0,true,false,0,30000,
Chaos Demon,Démon du chaos,60,1497,0,6,4869,70,159,107,330,75,68,68,87,0,68,0,250,0,1077805056,100,0,true,false,0,30000,
Darkness Demon,Démon des ténèbres,60,1497,0,6,4869,70,159,107,330,75,68,68,87,0,68,0,730,0,1077805056,100,0,true,false,0,30000,
SHADEEN,Shadeen the Dagger,60,1000000,0,0,0,70,159,0,0,75,68,68,87,68,68,27,65535,0,1199433472,-100,0,true,false,0,30000,
SKRAUGSTANDANBONKAH,Skraug Standanbonkah,60,1497,0,48,36522,70,159,107,330,75,68,68,87,68,68,27,250,0,1106247680,100,0,true,false,0,30000,
Shadowfiend,Shadowfiend,60,1497,0,6,4869,70,159,107,330,75,68,68,87,0,68,0,250,0,1077805056,100,0,true,false,0,30000,Polished bone key:0.03|Manastone:0.01|Mithril chainmail boots:0.01|Mithril chainmail armor:0.005|Mithril chainmail gauntlets:0.01|Mithril chainmail girdle:0.01|Mithril chainmail helmet:0.01|Mithril chainmail leggings:0.01|Adamantite blade:0.001|Rough moonstone:0.001|Rough diamond:0.004|Rough agate:0.02|Finely cut agate:0.01|Finely cut diamond:0.002|Finely cut moonstone:5.0E-4
Terror Demon,Démon de la terreur,60,1497,0,6,4869,70,159,107,330,75,68,68,87,0,68,0,250,0,1077805056,100,0,true,false,0,30000,
VICARASGOTH,Vicar Asgoth,60,1497,0,0,72997,88,201,107,330,75,68,68,87,100,68,34,250,0,1106247680,100,0,true,false,0,30000,
VICARKERVIAN,Vicar Kervian,60,1497,0,0,72997,88,201,107,330,75,68,68,87,100,68,34,250,0,1106247680,100,0,true,false,0,30000,
VICARRAMIEL,Vicar Ramiel,60,1497,0,0,72997,88,201,107,330,75,68,68,87,100,68,34,250,0,1106247680,100,0,true,false,0,30000,
VICARVHARMES,Vicar Vharmes,60,1497,0,0,72997,88,201,107,330,75,68,68,87,100,68,34,250,0,1106247680,100,0,true,false,0,30000,
Yoggoth Worm,Ver Yoggoth,60,1497,0,6,4869,0,0,107,330,75,68,68,87,0,68,0,250,0,1077805056,100,0,true,false,0,30000,Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001|Finely cut amethyst:0.01|Finely cut sapphire:0.002|Finely cut moonstone:5.0E-4
Yoggoth Worm,Ver Yoggoth,60,1497,0,6,4869,0,0,107,330,75,68,68,87,0,68,0,250,0,1077805056,100,0,true,false,0,30000,Rough amethyst:0.02|Rough sapphire:0.004|Rough aquamarine:0.001|Finely cut amethyst:0.01|Finely cut sapphire:0.002|Finely cut moonstone:5.0E-4
Berserker Rat,Rat berserker,62,1571,0,6,5224,73,166,111,341,77,70,70,89,0,70,0,258,0,1077870592,100,0,true,false,0,30000,Potion of nimbleness:0.05|Rough agate:0.02|Rough diamond:0.004|Rough moonstone:0.001
Bone Demon,Démon osseux,62,1571,0,6,5224,73,166,111,341,77,70,70,89,0,70,0,258,0,1077870592,100,0,true,false,0,30000,Mana elixir:0.01|Mithril blade 1:0.01|Scale mail:0.005|Scalemail boots:0.01|Scalemail gauntlets:0.01|Scalemail helmet:0.01|Scalemail leggings:0.005|Scalemail protector:0.01|Rough malachite:0.02|Rough limestone:0.001|Rough emerald:0.004
GHUNDARGRUMBLEFOOT,Ghundarg Rumblefoot,62,3142,0,33,52248,73,166,222,682,77,70,70,89,70,70,27,258,0,1106771968,-100,0,true,false,0,30000,
Spectral Knight,Chevalier spectral,64,1646,0,6,5592,76,173,115,352,79,62,72,91,0,72,0,266,0,1077936128,100,0,true,false,0,30000,Manastone:0.01|Mithril blade:0.01|Rough garnet:0.001|Rough ruby:0.004|Rough carnelian:0.02|Spectral helm:0.005|Large shield:0.0025
Crypt Custodian,Gardien de la crypte,65,1684,0,6,5780,78,176,116,357,80,73,73,93,0,73,0,270,0,1077936128,100,0,true,false,0,30000,Mana elixir:0.01|Critical healing potion:0.03|Mithril long sword:0.0025|Rough malachite:0.02|Rough limestone:0.001|Rough emerald:0.004|Runed halberd:0.005
